id_articulo,rut_revisor,fecha_revision,comentarios,calificacion
395,755771K,2025-04-16,Officia atque ipsam doloribus enim hic facilis sed recusandae sit.,4
396,877648990,2024-09-10,Vero ipsam asperiores magnam odit ipsum commodi.,3
396,912363694,2024-08-09,Consectetur atque suscipit dolores accusamus at eum assumenda.,1
396,355429725,2024-11-10,Aperiam doloribus at recusandae velit aspernatur at consequuntur.,2
397,850748896,2025-01-04,Nihil quod illum nesciunt laboriosam eos.,2
397,892844682,2024-12-29,Et saepe harum magnam fugit dolorem culpa eveniet eligendi cupiditate nisi fugiat.,6
397,433800532,2024-04-05,Eum aperiam nisi minima et voluptatum laudantium atque enim.,2
398,928198014,2025-03-04,Debitis provident dolorem inventore voluptates magnam cumque velit aspernatur id commodi assumenda.,7
398,909825660,2025-03-04,Molestiae soluta itaque harum temporibus laboriosam eum.,5
398,138996832,2025-05-05,Atque temporibus ipsa vitae odio quaerat exercitationem aspernatur soluta voluptates ipsam.,2
399,808227355,2023-10-08,Excepturi id corporis eos omnis voluptatibus.,3
399,850748896,2024-06-29,Doloribus vitae placeat in assumenda quasi.,4
399,70958872,2024-10-04,Tenetur omnis mollitia architecto commodi velit nam nesciunt illum.,2
400,892844682,2024-12-31,Omnis veniam enim at adipisci est.,4
400,70958872,2024-11-27,Sit consectetur sint quos officia iure atque voluptatibus tenetur ducimus.,5
400,433800532,2024-09-26,Ipsa inventore quis atque magni voluptatem.,4
